user_id,item_id,rating,timestamp
784,65316,2,1401062400
926,19457,5,1482796800
1151,10255,4,1262995200
908,72139,5,1363046400
1229,5693,3,1386460800
153,16595,3,1517875200
324,34455,2,1510099200
959,72475,4,1399161600
2,311,2,1348444800
683,352,4,1433462400
535,20533,4,1345334400
819,218,4,1339372800
47,8706,3,1356307200
740,63284,4,1301443200
564,39236,4,1309910400
285,33826,4,1517270400
691,49169,4,1439510400
567,55140,5,1492992000
740,44004,5,1261008000
1193,8569,4,1494720000
1338,91801,3,1503964800
1297,51589,5,1278547200
800,65949,4,1297036800
558,53067,4,1522972800
415,4343,5,1336348800
567,55070,3,1496707200
36,2331,4,1372032000
1192,71028,4,1435536000
832,68501,5,1328572800
334,39724,4,1363219200
1255,31799,3,1349481600
494,49305,5,1252022400
274,33290,5,1370995200
80,11808,5,1312502400
974,74163,3,1515974400
832,68553,4,1309046400
455,47672,5,1186790400
754,63952,3,1264809600
321,1210,5,1300320000
450,47326,3,1237334400
547,5069,5,1422230400
200,7825,5,1464048000
642,59046,4,1378425600
839,34232,3,1219881600
800,7104,4,1351987200
979,74552,5,1531699200
535,18322,4,1466726400
202,15911,4,1365206400
344,40035,4,1530144000
572,30571,5,1438732800
600,32753,5,1152921600
1050,22312,3,1496448000
29,5584,5,1362268800
635,25786,3,1304985600
320,38475,4,1321574400
59,9973,4,1398643200
538,52199,2,1374796800
1290,46424,4,1277942400
1026,76928,3,1391385600
531,51569,4,1330905600
423,17802,5,1473033600
309,37684,5,1370217600
999,34484,3,1451952000
1127,270,4,1512259200
156,19850,5,1505260800
186,22415,2,1421712000
887,30668,4,1515024000
1290,28765,5,1250812800
567,54987,5,1498694400
935,39207,4,1479600000
383,42938,5,1316563200
222,24902,5,1516320000
1152,81408,3,1359936000
121,15559,3,1232928000
373,4689,4,1400457600
1164,82282,4,1533945600
532,51639,5,1295481600
635,173,4,1399766400
197,23225,2,1375142400
993,61504,3,1240444800
487,316,5,1368316800
727,62258,4,1364515200
1315,90887,5,1319155200
1338,92212,5,1440288000
1007,75662,1,1443052800
591,56252,4,1379462400
244,29510,5,1365292800
90,431,4,1416009600
902,72016,5,1435795200
667,59828,5,1531353600
1104,17882,5,1327104000
235,6881,4,1442620800
759,35159,2,1316563200
946,72907,4,1370908800
731,62736,3,1227484800
546,10017,3,1422662400
1196,83477,2,1477440000
324,39405,3,1352764800
614,57262,5,1421539200
296,4835,4,1361059200
1369,1500,3,1478822400
291,35156,3,1307059200
832,68793,4,1217376000
890,68034,5,1292284800
487,48819,1,1506470400
1297,90214,3,1393200000
518,13241,5,1398556800
18,3201,3,1475884800
150,19109,3,1381190400
18,4206,4,1323302400
933,72654,3,1405296000
839,2485,4,1288569600
980,74651,3,1242345600
432,23729,5,1322956800
62,10423,5,1452556800
567,3613,5,1494547200
286,34162,3,1228435200
97,12931,3,1368662400
420,153,4,1508025600
146,283,4,1442188800
438,6382,5,1483488000
733,8231,4,1503014400
752,3844,5,1289001600
757,6269,4,1429488000
613,1064,4,1370822400
238,27330,3,1506988800
1119,14864,5,1226448000
1141,36613,4,1476230400
533,30811,3,1517270400
173,21363,4,1329696000
380,37966,2,1315353600
816,56764,3,1322524800
7,1285,4,1234742400
754,63964,2,1254614400
887,71355,3,1373241600
334,7900,4,1425513600
251,1624,3,1343952000
720,11234,4,1328659200
456,4442,3,1453420800
836,20338,5,1346716800
839,34604,4,1300665600
1319,10674,4,1269561600
1338,92849,3,1316649600
1015,76385,5,1369612800
370,40999,4,1359244800
1007,75679,3,1422316800
979,20883,5,1499299200
914,24997,5,1435104000
1052,14092,4,1422921600
759,672,4,1353456000
985,1721,5,1317513600
799,65894,5,1278892800
887,4251,3,1310428800
1383,431,5,1442620800
244,29570,3,1361577600
1239,164,4,1419465600
34,6875,5,1425686400
669,9121,3,1274486400
514,50508,4,1279411200
1159,34394,5,1454284800
238,28312,3,1441324800
1355,14983,4,1327622400
1218,84440,4,1331251200
1290,5357,5,1348358400
396,7792,4,1387756800
969,23200,4,1420761600
615,36956,4,1284508800
1303,90325,5,1519689600
1308,41826,5,1491264000
246,30186,4,1442361600
297,15484,3,1346457600
979,17911,5,1462406400
1141,11234,3,1431648000
473,4896,4,1337212800
235,26258,5,1394323200
760,64578,4,1405123200
832,8241,4,1287100800
1378,94172,4,1488067200
1338,92147,4,1450137600
334,9779,4,1464566400
635,29963,4,1256947200
915,242,5,1364860800
1337,10723,4,1259884800
993,8495,5,1243468800
965,18381,5,1320451200
46,8554,4,1498176000
886,257,3,1394496000
802,6757,5,1473897600
562,279,2,1383004800
862,15763,5,1487462400
1263,14628,4,1494028800
1035,29424,4,1328745600
1280,87485,5,1530144000
1274,136,5,1384473600
1338,91786,3,1505692800
844,43168,3,1390176000
831,8318,2,1257552000
1307,66734,4,1377648000
543,15161,4,1374969600
238,27224,4,1516665600
759,20508,2,1327363200
728,29858,4,1251331200
414,44801,4,1166227200
34,6919,5,1389225600
238,27726,3,1474329600
1239,15708,5,1342569600
899,12164,4,1458172800
1385,18428,5,1500422400
1290,88571,4,1274313600
741,49022,4,1418947200
29,5392,4,1413331200
287,1108,5,1415145600
1046,4095,3,1351382400
700,49066,5,1489363200
757,22748,4,1437696000
204,24303,4,1457654400
1239,85306,4,1517184000
492,4665,3,1362355200
455,37840,5,1512950400
832,68232,4,1421884800
1138,242,5,1441584000
644,59297,4,1279670400
510,50142,3,1489881600
935,45794,4,1309132800
386,24485,4,1268179200
412,39984,4,1534464000
1054,1169,3,1493337600
992,37014,5,1409011200
87,12332,5,1204070400
633,111,4,1442361600
